src_user,total_events,success_ratio,fail_ratio,unique_dst,night_ratio,self_user_ratio,iforest_score
U53@DOM1,512,0.966796875,0.0,2,0.021484375,0.0,0.27170632235227954
U399@DOM5,819,1.0,0.0,1,0.006105006105006105,0.0,0.2708886880193798
NETWORK SERVICE@C4914,5,0.2,0.0,1,0.0,0.0,0.2616646327319224
NETWORK SERVICE@C1702,7,0.2857142857142857,0.0,1,0.0,0.0,0.2607606088644864
C698$@DOM1,1718,1.0,0.0,8,0.034924330616996506,0.15774155995343422,0.26043000695788243
U400@C832,920,1.0,0.0,1,0.007608695652173913,0.10652173913043478,0.2586366819267715
U7135@C3794,2610,0.0,0.0,1,0.02681992337164751,1.0,0.2564967528217408
C2588$@DOM1,495,0.9535353535353536,0.0,6,0.00808080808080808,0.1717171717171717,0.2466408291349923
U6265@C1252,8,0.25,0.0,1,0.0,0.125,0.24604555312202914
U22@DOM1,28851,0.9499497417767149,0.0,19,0.02311878271117119,1.0,0.24334868519768504
U9630@DOM1,6,1.0,0.0,1,0.16666666666666666,0.0,0.2423736359337817
U24@DOM1,1893,1.0,0.0,28,0.009508716323296355,0.8911780243000528,0.2361755628713088
U7@DOM1,6832,1.0,0.0,21,0.08196721311475409,0.9935597189695551,0.23304605141518742
C922$@DOM1,239,0.7405857740585774,0.0,43,0.016736401673640166,0.7196652719665272,0.23244094797489134
C10$@DOM1,569,0.3163444639718805,0.0,93,0.0035149384885764497,1.0,0.2315747984468297
C104$@DOM1,5608,0.9941155492154066,0.0,23,0.033880171184022825,1.0,0.23122966307545223
C2480$@DOM1,404,0.29455445544554454,0.0,32,0.034653465346534656,0.9975247524752475,0.23084343755434678
U5236@DOM1,9,1.0,0.0,1,0.1111111111111111,0.0,0.22980946954670944
U66@DOM1,19277,1.0,0.0,123,0.03242205737407273,0.9999481247082015,0.2290350771177725
C599$@DOM1,6022,0.9970109598140153,0.0,23,0.036200597808037194,1.0,0.2287386505835105
U292@DOM1,6785,1.0,0.0,33,0.03434045689019897,1.0,0.22684888827598138
C1114$@DOM1,6241,0.9958340009613844,0.0,23,0.030443839128344818,1.0,0.22569538849085102
C7298$@DOM1,447,0.36465324384787473,0.0,36,0.02237136465324385,1.0,0.22261567242931823
C885$@DOM1,388,1.0,0.0,6,0.10824742268041238,0.2190721649484536,0.2223502998523923
U7383@?,1,0.0,0.0,1,1.0,1.0,0.2221869000545902
U1950@?,1,0.0,0.0,1,1.0,1.0,0.2221869000545902
U6889@?,2,0.0,0.0,1,1.0,1.0,0.21962261719406595
C1931$@DOM1,4711,1.0,0.0,25,0.03311398853746551,1.0,0.2188271436193614
U824@DOM1,746,0.792225201072386,0.0,17,0.028150134048257374,0.9048257372654156,0.21754496102217613
U78@DOM1,1900,1.0,0.0,19,0.032105263157894734,0.9152631578947369,0.2170039050738396
U113@DOM1,2853,1.0,0.0,1,0.028391167192429023,0.7924991237294077,0.21530748340538564
C2162$@DOM1,418,0.4784688995215311,0.0,40,0.019138755980861243,1.0,0.21487575692388716
C1015$@DOM1,394,0.40609137055837563,0.0,40,0.005076142131979695,1.0,0.2141399850263621
C1794$@DOM1,2757,1.0,0.0,23,0.04425099746100834,1.0,0.21168192090747928
U199@DOM1,661,0.8169440242057489,0.0,16,0.03177004538577912,0.8986384266263238,0.21080049301686998
C567$@DOM1,2557,1.0,0.0,24,0.0422369964802503,1.0,0.21022138790935097
SYSTEM@C793,20,1.0,0.0,1,0.05,0.0,0.20915638617844767
U8610@?,6,0.0,0.0,2,1.0,1.0,0.20912503927144888
U6044@DOM1,5,0.8,0.0,3,0.0,0.2,0.20689759391128082
C1708$@DOM1,2261,1.0,0.0,24,0.039805395842547546,1.0,0.20614094566893915
C538$@DOM1,2895,1.0,0.0,23,0.0307426597582038,1.0,0.2045888698651569
C1617$@DOM1,2808,1.0,0.0,23,0.03205128205128205,1.0,0.2045888698651569
C553$@DOM1,3433,1.0,0.0,22,0.01747742499271774,1.0,0.20410254004238515
U346@DOM1,1644,1.0,0.0,6,0.5060827250608273,0.9987834549878345,0.20398438711451805
C523$@DOM1,3689,1.0,0.0,25,0.003795066413662239,1.0,0.20270067165034578
U4965@DOM1,623,0.0,0.0,1,0.03531300160513644,1.0,0.20261600376387134
U1967@?,2,0.0,0.0,2,1.0,1.0,0.20171208498480686
U7396@?,2,0.0,0.0,2,1.0,1.0,0.20171208498480686
U5528@C12759,4,0.0,0.0,1,0.5,1.0,0.20156609369375422
U4373@?,11,0.0,0.0,2,0.5454545454545454,1.0,0.20144834627007924
C24100$@DOM1,715,0.0,0.0,9,0.012587412587412588,1.0,0.20139647780008807
C1766$@DOM1,2695,1.0,0.0,23,0.023747680890538032,1.0,0.2005317630773632
C123$@DOM1,2587,1.0,0.0,23,0.023192887514495556,1.0,0.20017619881814197
C2012$@DOM3,9,1.0,0.0,1,0.1111111111111111,0.2222222222222222,0.19918133815088668
U1718@?,47,0.0,0.0,46,0.0,1.0,0.19848570467984727
U6@DOM1,2774,1.0,0.0,21,0.02883922134102379,0.9938716654650325,0.19502468642187643
C18363$@DOM1,138,0.9855072463768116,0.0,11,0.5942028985507246,0.9347826086956522,0.1946526775831482
U7139@DOM4,2,1.0,0.0,2,0.0,0.0,0.19272257691270678
U1718@DOM100,2,1.0,0.0,2,0.0,0.0,0.19272257691270678
U5305@DOM1,13,1.0,0.0,3,0.07692307692307693,0.15384615384615385,0.19179127940801455
U5288@C12652,5,0.0,0.0,1,0.4,1.0,0.19156108558011442
C2075$@DOM1,990,1.0,0.0,30,0.08484848484848485,1.0,0.19103339443599443
U7575@DOM1,176,0.9943181818181818,0.0,8,0.5340909090909091,0.8636363636363636,0.18973455020444152
U11260@DOM1,32,0.53125,0.0,3,0.0,0.46875,0.18973315231138121
U6268@?,3,0.0,0.0,2,1.0,1.0,0.1895675917564691
U2055@?,3,0.0,0.0,2,1.0,1.0,0.1895675917564691
U8891@DOM1,13,1.0,0.0,1,0.0,0.0,0.18955233311153008
NETWORK SERVICE@C3058,13,1.0,0.0,1,0.0,0.0,0.18955233311153008
C1085$@DOM1,2830,1.0,0.0,19,0.030035335689045935,1.0,0.18893212385494818
U1942@DOM1,292,1.0,0.0,23,0.3321917808219178,0.9863013698630136,0.18875817179879517
U9654@DOM1,8,1.0,0.0,1,0.0,0.0,0.18762294836936633
U10377@DOM1,6,1.0,0.0,2,0.8333333333333334,0.8333333333333334,0.18744778762034187
C1737$@DOM1,891,0.9988776655443322,0.0,29,0.0707070707070707,1.0,0.18726969897993428
U456@DOM5,6,1.0,0.0,3,0.0,0.0,0.18688856404090504
C801$@DOM1,245,0.43673469387755104,0.0,29,0.0,1.0,0.1865956027643333
NETWORK SERVICE@C2737,2,1.0,0.0,1,0.0,0.0,0.18633644069177147
SYSTEM@C556,2,1.0,0.0,1,0.0,0.0,0.18633644069177147
SYSTEM@C3521,2,1.0,0.0,1,0.0,0.0,0.18633644069177147
C374$@DOM51,2,1.0,0.0,1,0.0,0.0,0.18633644069177147
SYSTEM@C1268,2,1.0,0.0,1,0.0,0.0,0.18633644069177147
U10343@C3491,2,1.0,0.0,1,0.0,0.0,0.18633644069177147
NETWORK SERVICE@C1666,2,1.0,0.0,1,0.0,0.0,0.18633644069177147
U10505@DOM141,2,1.0,0.0,1,0.0,0.0,0.18633644069177147
NETWORK SERVICE@C2472,4,1.0,0.0,1,0.0,0.0,0.1862959761414179
NETWORK SERVICE@C2125,4,1.0,0.0,1,0.0,0.0,0.1862959761414179
NETWORK SERVICE@C1786,4,1.0,0.0,1,0.0,0.0,0.1862959761414179
SYSTEM@C583,4,1.0,0.0,1,0.0,0.0,0.1862959761414179
U461@DOM1,291,0.993127147766323,0.0,28,0.027491408934707903,0.8109965635738832,0.1861988202730669
NETWORK SERVICE@C3108,1,1.0,0.0,1,0.0,0.0,0.18607888435297204
NETWORK SERVICE@C8406,1,1.0,0.0,1,0.0,0.0,0.18607888435297204
NETWORK SERVICE@C3140,1,1.0,0.0,1,0.0,0.0,0.18607888435297204
U671@C3547,1,1.0,0.0,1,0.0,0.0,0.18607888435297204
SYSTEM@C362,1,1.0,0.0,1,0.0,0.0,0.18607888435297204
U5914@C4666,1,1.0,0.0,1,0.0,0.0,0.18607888435297204
U1801@DOM1,1,1.0,0.0,1,0.0,0.0,0.18607888435297204
U1819@C1786,1,1.0,0.0,1,0.0,0.0,0.18607888435297204
U211@C936,1,1.0,0.0,1,0.0,0.0,0.18607888435297204
NETWORK SERVICE@C3295,1,1.0,0.0,1,0.0,0.0,0.18607888435297204
C5612$@DOM8,1,1.0,0.0,1,0.0,0.0,0.18607888435297204
C5685$@DOM8,1,1.0,0.0,1,0.0,0.0,0.18607888435297204
C3976$@DOM8,1,1.0,0.0,1,0.0,0.0,0.18607888435297204
