src_user,z_total_events,z_success_ratio,z_fail_ratio,z_unique_dst,z_night_ratio,z_self_user_ratio
ANONYMOUS LOGON@C1015,0.18539949991693866,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1042,0.18609049806215786,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1065,1.5745727759563422,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1089,0.18609049806215786,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1139,0.18609049806215786,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1208,0.09280574845756702,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C135,0.18609049806215786,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1357,0.17710752217430836,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1382,0.18609049806215786,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1503,0.18609049806215786,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1506,0.17848951846474675,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1529,0.14739460192988313,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1567,0.18609049806215786,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1570,0.18609049806215786,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1611,0.18609049806215786,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1624,0.14048462047769122,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1628,0.14463060934900637,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1641,0.18609049806215786,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1672,0.09833373361932055,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1697,0.04858186716353876,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1700,0.1840175036265003,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1715,0.12528266128286902,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1719,0.1667425499960205,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1745,0.1840175036265003,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1759,0.12873765200896498,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1763,0.14324861305856798,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1767,0.12735565571852658,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1770,0.1660515518508013,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1786,0.16328755926992455,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1884,0.13979362233247203,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1909,0.8607716919449173,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1928,0.1667425499960205,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1971,0.045817874582661997,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1972,0.10593471321673165,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
ANONYMOUS LOGON@C1992,0.18609049806215786,0.1347531767531155,0.0,1.1461866641623648,0.0,0.21534293555893835
