src_user,total_events,success_ratio,fail_ratio,unique_dst,night_ratio,self_user_ratio,iforest_score
NETWORK SERVICE@C2794,17,0.058823529411764705,0.0,1,0.058823529411764705,0.0,0.27488694260937097
U53@DOM1,968,0.96900826446281,0.0,3,0.0371900826446281,0.07231404958677685,0.2743809084691494
C217$@DOM1,1819,1.0,0.0,5,0.034634414513468936,0.013743815283122594,0.26627236239010776
U399@DOM5,856,1.0,0.0,1,0.02102803738317757,0.0,0.2642974325909212
U400@C832,1007,1.0,0.0,1,0.018867924528301886,0.1509433962264151,0.25911486179028287
NETWORK SERVICE@C2496,160,0.9375,0.0,1,0.03125,0.0,0.252977855700413
C698$@DOM1,1670,1.0,0.0,8,0.033532934131736525,0.19640718562874251,0.25236349264724933
U7387@C2382,1506,0.0,0.0,1,0.03652058432934927,1.0,0.2474633535934544
NETWORK SERVICE@C3058,20,0.8,0.0,1,0.0,0.0,0.24516000024018125
C7298$@DOM1,674,0.28041543026706234,0.0,30,0.032640949554896145,1.0,0.24253248603155186
C10$@DOM1,613,0.32300163132137033,0.0,82,0.026101141924959218,1.0,0.23899146663416626
C2588$@DOM1,449,0.9510022271714922,0.0,5,0.011135857461024499,0.13140311804008908,0.23801319819533495
U24@DOM1,2076,1.0,0.0,24,0.022157996146435453,0.8945086705202312,0.2354732169610514
U66@DOM1,19112,1.0,0.0,121,0.03254499790707409,0.9998953537044789,0.23502197026695992
C104$@DOM1,10583,0.9976377208730983,0.0,23,0.033922328262307476,1.0,0.2324483383678546
C922$@DOM1,207,0.7729468599033816,0.0,33,0.028985507246376812,0.7536231884057971,0.2322839988269072
U292@DOM1,6613,1.0,0.0,32,0.03916528050809012,0.9765613186148495,0.23164606768971152
C599$@DOM1,12985,0.9983827493261456,0.0,23,0.0333461686561417,1.0,0.22947429842611788
U59@DOM1,1039,1.0,0.0,23,0.023099133782483156,0.8565928777670837,0.22801625139940707
C1114$@DOM1,11352,0.998062015503876,0.0,23,0.03206483439041578,1.0,0.22740572144162596
U113@DOM1,4391,1.0,0.0,1,0.044864495559098154,0.7934411295832384,0.22493258461711385
C1617$@DOM1,6169,1.0,0.0,26,0.02966445128870157,1.0,0.2245227253541685
C1085$@DOM1,4697,0.9957419629550777,0.0,21,0.03427719821162444,0.9934000425803704,0.2225011621937819
U5276@DOM1,8046,1.0,0.0,12,0.03343276162068108,0.776907780263485,0.22219271121236994
U8651@?,8,0.0,0.0,2,1.0,1.0,0.22130144534829466
C538$@DOM1,10534,1.0,0.0,23,0.029238655781279665,1.0,0.2210658559905847
C567$@DOM1,6223,1.0,0.0,23,0.02828217901333762,1.0,0.21963340889085392
C123$@DOM1,11216,1.0,0.0,23,0.02451854493580599,1.0,0.2184953599693491
C1794$@DOM1,7060,1.0,0.0,23,0.026487252124645894,1.0,0.21722975704459901
C1766$@DOM1,8046,1.0,0.0,23,0.024981357196122298,1.0,0.2170680193374116
U1718@?,93,0.0,0.0,90,0.03225806451612903,1.0,0.2157824582293798
C1931$@DOM1,4629,1.0,0.0,22,0.04342190537913156,1.0,0.21565078999722676
C3811$@DOM1,431,0.3248259860788863,0.0,34,0.013921113689095127,1.0,0.21542037902961542
U7@DOM1,7135,1.0,0.0,20,0.08815697266993693,0.9924316748423265,0.21390605762318693
C2092$@DOM1,4872,1.0,0.0,21,0.03345648604269294,1.0,0.21346638385085903
C988$@DOM1,4397,0.9963611553331817,0.0,21,0.020241073459176712,0.9927223106663634,0.21325038767391746
U22@DOM1,52680,0.9708618071374335,0.0,15,0.01482536066818527,1.0,0.21166952560580798
C523$@DOM1,4123,0.9961193305845258,0.0,20,0.041959738054814455,0.9895707009459132,0.21037332098621875
U199@DOM1,670,0.8283582089552238,0.0,16,0.028358208955223882,0.9029850746268657,0.20881429949106933
U1940@?,2,0.0,0.0,2,1.0,1.0,0.20799153393021064
U183@DOM5,59,1.0,0.0,1,0.03389830508474576,0.0,0.20735965268140155
U6@DOM1,4348,1.0,0.0,21,0.028518859245630176,0.9977000919963201,0.20614677567590356
U3087@DOM1,12,1.0,0.0,1,0.3333333333333333,0.5,0.20525077140861414
U1984@?,4,0.0,0.0,2,1.0,1.0,0.2021870591459165
C457$@DOM1,4591,0.9952080156828578,0.0,4,0.014593770420387715,0.8721411457198868,0.20097988335673855
U910@?,8,0.0,0.0,2,0.5,1.0,0.20031665932966192
C12030$@DOM1,109,0.5321100917431193,0.0,7,0.0,0.5321100917431193,0.19793694270658113
U78@DOM1,1839,1.0,0.0,17,0.03317020119630234,0.9146275149537793,0.19779308423423625
U6044@DOM1,9,0.4444444444444444,0.0,5,0.0,0.5555555555555556,0.19565733878514235
U9847@?,3,0.0,0.0,2,1.0,1.0,0.19525321615099034
U5101@DOM1,2,0.5,0.0,2,0.0,0.5,0.19436983589077927
U7038@DOM1,2,0.5,0.0,2,0.0,0.5,0.19436983589077927
U358@C2057,2,0.5,0.0,2,0.0,0.5,0.19436983589077927
C2012$@DOM3,10,1.0,0.0,1,0.1,0.2,0.1941513103956748
U346@DOM1,621,1.0,0.0,2,0.6682769726247987,1.0,0.1935992231325513
C2162$@DOM1,357,0.5518207282913166,0.0,42,0.022408963585434174,0.9971988795518207,0.19326517543548039
U695@?,44,0.0,0.0,22,0.0,1.0,0.19259706533518328
C1737$@DOM1,1368,1.0,0.0,29,0.00804093567251462,0.9590643274853801,0.19253386235188263
U171@DOM1,10,1.0,0.0,1,0.0,0.0,0.1913548375766091
SYSTEM@C793,11,1.0,0.0,1,0.0,0.0,0.19074056286786456
U6673@DOM1,9,1.0,0.0,1,0.0,0.0,0.1903370108010789
U9654@DOM1,9,1.0,0.0,1,0.0,0.0,0.1903370108010789
C612$@DOM1,4306,0.9967487227124942,0.0,6,0.06130980027868091,0.9182535996284255,0.19007698096022208
U2057@DOM1,8,1.0,0.0,1,0.0,0.0,0.19007260160319217
U9612@DOM1,7,0.42857142857142855,0.0,2,0.0,0.5714285714285714,0.18994282166687593
U79@C1731,737,1.0,0.0,1,0.033921302578018994,0.6024423337856174,0.18986021008132214
U65@C1669,771,1.0,0.0,1,0.0324254215304799,0.6147859922178989,0.18956093327914336
U6005@DOM1,7,1.0,0.0,1,0.0,0.0,0.1894127113008205
U10091@DOM1,7,1.0,0.0,1,0.0,0.0,0.1894127113008205
U25@DOM3,2,1.0,0.0,2,0.0,0.0,0.1883927605869955
U1583@DOM1,8,1.0,0.0,1,0.25,0.5,0.18679755013375354
U746@DOM1,8,1.0,0.0,1,0.25,0.5,0.18679755013375354
U9349@DOM1,5,1.0,0.0,1,0.0,0.0,0.18629357246869904
NETWORK SERVICE@C2472,4,1.0,0.0,1,0.0,0.0,0.18521114806406602
NETWORK SERVICE@C2125,4,1.0,0.0,1,0.0,0.0,0.18521114806406602
U1848@DOM5,4,1.0,0.0,1,0.0,0.0,0.18521114806406602
NETWORK SERVICE@C1702,4,1.0,0.0,1,0.0,0.0,0.18521114806406602
C885$@DOM1,379,1.0,0.0,8,0.05013192612137203,0.21372031662269128,0.1849636244809868
U9251@DOM16,8,1.0,0.0,3,0.0,0.0,0.18446028303587758
C1015$@DOM1,266,0.5263157894736842,0.0,31,0.022556390977443608,1.0,0.18407645410760076
U6620@DOM1,3,1.0,0.0,1,0.0,0.0,0.1839790487460362
SYSTEM@C21301,3,1.0,0.0,1,0.0,0.0,0.1839790487460362
NETWORK SERVICE@C2626,3,1.0,0.0,1,0.0,0.0,0.1839790487460362
C20733$@DOM1,3,1.0,0.0,1,0.0,0.0,0.1839790487460362
SYSTEM@C3598,3,1.0,0.0,1,0.0,0.0,0.1839790487460362
NETWORK SERVICE@C1786,3,1.0,0.0,1,0.0,0.0,0.1839790487460362
SYSTEM@C362,3,1.0,0.0,1,0.0,0.0,0.1839790487460362
NETWORK SERVICE@C2186,3,1.0,0.0,1,0.0,0.0,0.1839790487460362
U456@DOM5,3,1.0,0.0,3,0.0,0.0,0.1830470753590263
U5821@DOM1,33,0.36363636363636365,0.0,6,0.0,0.6363636363636364,0.18241372455359628
C2075$@DOM1,1165,1.0,0.0,30,0.01630901287553648,1.0,0.18217345756455794
U7761@DOM1,2,1.0,0.0,1,0.0,0.0,0.18217097491722045
NETWORK SERVICE@C1928,2,1.0,0.0,1,0.0,0.0,0.18217097491722045
NETWORK SERVICE@C1152,2,1.0,0.0,1,0.0,0.0,0.18217097491722045
U10181@DOM1,2,1.0,0.0,1,0.0,0.0,0.18217097491722045
U10087@DOM1,2,1.0,0.0,1,0.0,0.0,0.18217097491722045
SYSTEM@C14319,2,1.0,0.0,1,0.0,0.0,0.18217097491722045
U461@DOM1,329,0.9848024316109423,0.0,24,0.0182370820668693,0.8996960486322189,0.1818743620696227
U185@DOM1,112,0.9196428571428571,0.0,9,0.0,0.375,0.18160509728005447
U67@C20914,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U656@C7873,1,1.0,0.0,1,0.0,0.0,0.181455140996874
NETWORK SERVICE@C4833,1,1.0,0.0,1,0.0,0.0,0.181455140996874
NETWORK SERVICE@C4851,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U3998@C10085,1,1.0,0.0,1,0.0,0.0,0.181455140996874
C3380$@DOM1,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U9612@DOM80,1,1.0,0.0,1,0.0,0.0,0.181455140996874
C3976$@DOM8,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U211@C936,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U3460@C8406,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U7811@C19513,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U7135@C20653,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U358@C1319,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U3971@DOM21,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U2665@DOM21,1,1.0,0.0,1,0.0,0.0,0.181455140996874
SYSTEM@C1268,1,1.0,0.0,1,0.0,0.0,0.181455140996874
NETWORK SERVICE@C8406,1,1.0,0.0,1,0.0,0.0,0.181455140996874
SYSTEM@C1046,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U5526@C13016,1,1.0,0.0,1,0.0,0.0,0.181455140996874
SYSTEM@C621,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U10184@C14302,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U10183@C14302,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U5869@C4923,1,1.0,0.0,1,0.0,0.0,0.181455140996874
C2013$@DOM1,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U1546@C936,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U4347@C10984,1,1.0,0.0,1,0.0,0.0,0.181455140996874
NETWORK SERVICE@C2295,1,1.0,0.0,1,0.0,0.0,0.181455140996874
NETWORK SERVICE@C2127,1,1.0,0.0,1,0.0,0.0,0.181455140996874
NETWORK SERVICE@C2737,1,1.0,0.0,1,0.0,0.0,0.181455140996874
C5612$@DOM8,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U1427@DOM74,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U1720@C16750,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U1720@C8540,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U6631@DOM45,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U6835@DOM1,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U670@C3547,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U1718@C21308,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U1720@C1590,1,1.0,0.0,1,0.0,0.0,0.181455140996874
C1121$@DOM1,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U1819@C1786,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U1801@DOM1,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U1467@C3597,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U1699@C2344,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U6155@C8842,1,1.0,0.0,1,0.0,0.0,0.181455140996874
NETWORK SERVICE@C2344,1,1.0,0.0,1,0.0,0.0,0.181455140996874
NETWORK SERVICE@C1871,1,1.0,0.0,1,0.0,0.0,0.181455140996874
SYSTEM@C2660,1,1.0,0.0,1,0.0,0.0,0.181455140996874
NETWORK SERVICE@C3086,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U5457@DOM1,1,1.0,0.0,1,0.0,0.0,0.181455140996874
NETWORK SERVICE@C3108,1,1.0,0.0,1,0.0,0.0,0.181455140996874
NETWORK SERVICE@C3140,1,1.0,0.0,1,0.0,0.0,0.181455140996874
C5685$@DOM8,1,1.0,0.0,1,0.0,0.0,0.181455140996874
SYSTEM@C639,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U10080@DOM1,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U10161@DOM98,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U10168@C14488,1,1.0,0.0,1,0.0,0.0,0.181455140996874
U1765@DOM1,714,1.0,0.0,7,0.0,0.4887955182072829,0.1797666057614964
C1708$@DOM1,4547,1.0,0.0,16,0.047723773916868266,1.0,0.17933568686798762
U9157@DOM1,4,0.75,0.0,2,0.0,0.5,0.17802902110089758
U3544@DOM16,9,1.0,0.0,4,0.0,0.0,0.17691545141256815
U9144@DOM77,6,1.0,0.0,4,0.0,0.0,0.17657324744664726
U9323@DOM16,6,1.0,0.0,4,0.0,0.0,0.17657324744664726
C2480$@DOM1,113,0.5929203539823009,0.0,27,0.008849557522123894,0.9823008849557522,0.1763324761801227
ANONYMOUS LOGON@C586,38839,1.0,0.0,1,0.03488761296634826,1.0,0.17616950341572124
C2096$@?,523,0.0,0.0,2,0.036328871892925434,1.0,0.17604149336681352
C801$@DOM1,253,0.4505928853754941,0.0,29,0.0,1.0,0.17594579443491265
U200@DOM1,1022,1.0,0.0,1,0.05185909980430528,0.8493150684931506,0.17563123267307068
U1195@DOM1,881,1.0,0.0,31,0.00681044267877412,0.9614074914869466,0.17461223669507586
C6073$@DOM1,161,0.9937888198757764,0.0,9,0.5031055900621118,0.8944099378881988,0.17381411788945544
SYSTEM@C21182,11,1.0,0.0,1,0.0,0.09090909090909091,0.17335652174406224
C9665$@DOM1,380,0.0,0.0,1,0.0,1.0,0.173144833145917
C2676$@DOM1,85,0.6470588235294118,0.0,4,0.011764705882352941,0.6470588235294118,0.17204319232025345
C101$@DOM1,3809,1.0,0.0,16,0.04856917826201103,0.9918613809398792,0.17197651294315708
U4325@C10874,7,0.7142857142857143,0.0,2,0.0,0.5714285714285714,0.17110312137002015
U2865@DOM1,13,0.3076923076923077,0.0,2,0.0,0.6923076923076923,0.1710241313943337
C1972$@DOM1,268,1.0,0.0,8,0.1044776119402985,0.458955223880597,0.17089058404980828
U4649@DOM16,23,1.0,0.0,10,0.0,0.0,0.17081712817254702
C553$@DOM1,4779,1.0,0.0,15,0.037037037037037035,0.993513287298598,0.16918490719570345
U8698@DOM16,16,1.0,0.0,8,0.0,0.0,0.1686484798478206
C3131$@DOM1,321,0.009345794392523364,0.0,7,0.06542056074766354,0.9906542056074766,0.16856479348132092
