src_user,total_events,success_ratio,fail_ratio,unique_dst,night_ratio,self_user_ratio,iforest_score
U9612@DOM80,1,1.0,0.0,1,1.0,0.0,0.2767804117245727
U22@DOM1,44759,0.970821510757613,0.0,21,0.0214705422373154,1.0,0.25671689041588364
U5580@?,3110,0.0,0.0,2,0.09131832797427653,1.0,0.25321619351605873
U53@DOM1,561,0.9447415329768271,0.0,3,0.023172905525846704,0.11764705882352941,0.251668355778466
C1327$@DOM1,2,0.5,0.0,1,0.0,0.0,0.24423309709975438
U7@DOM1,6190,1.0,0.0,21,0.11001615508885298,0.9951534733441034,0.23869591787672673
NETWORK SERVICE@C1702,10,0.7,0.0,1,0.0,0.0,0.23781351347929836
C10$@DOM1,653,0.23583460949464014,0.0,65,0.01225114854517611,1.0,0.2376240004217095
U66@DOM1,18003,1.0,0.0,108,0.03560517691495862,1.0,0.2373502334043459
C599$@DOM1,17641,0.9988095912930106,0.0,24,0.03316138540899042,1.0,0.23472248130234208
U292@DOM1,7337,1.0,0.0,32,0.04484121575575849,0.9806460406160556,0.2337681486580253
U399@DOM5,601,1.0,0.0,1,0.008319467554076539,0.0,0.23358770524190653
C1114$@DOM1,25491,0.9976854576124907,0.0,24,0.026989918010278138,1.0,0.23325102743145987
C922$@DOM1,228,0.881578947368421,0.0,19,0.05701754385964912,0.6140350877192983,0.23136798129893565
C2260$@?,1,0.0,0.0,1,1.0,1.0,0.23079173130502983
U400@C832,694,1.0,0.0,1,0.010086455331412104,0.13544668587896252,0.23056123006050266
C104$@DOM1,14489,0.9976533922285872,0.0,23,0.02740009662502588,1.0,0.2304451332918781
U138@DOM1,6,0.8333333333333334,0.0,1,0.0,0.0,0.2303719829415516
C1085$@DOM1,5513,0.9963722111373118,0.0,26,0.0170506076546345,0.9943769272628333,0.2292331716316972
NETWORK SERVICE@C3058,13,0.9230769230769231,0.0,1,0.0,0.0,0.22919766449992385
C2588$@DOM1,391,0.969309462915601,0.0,5,0.01278772378516624,0.1585677749360614,0.2277672192921416
U24@DOM1,2059,0.9995143273433705,0.0,26,0.026711996114618747,0.9009227780475959,0.22724585451937585
C1617$@DOM1,9943,1.0,0.0,24,0.03449663079553455,1.0,0.226722618441759
U1840@DOM1,11,0.0,0.0,1,0.6363636363636364,1.0,0.2263186140791913
C21910$@?,2,0.0,0.0,1,1.0,1.0,0.22620155719454493
C4786$@?,2,0.0,0.0,1,1.0,1.0,0.22620155719454493
C988$@DOM1,3987,0.9957361424630048,0.0,22,0.03962879357913218,0.9924755455229496,0.22334175492107466
C567$@DOM1,10122,1.0,0.0,23,0.03260225251926497,1.0,0.2231469165830089
C538$@DOM1,13171,1.0,0.0,23,0.029914205451370433,1.0,0.22281489989109815
C698$@DOM1,1146,1.0,0.0,8,0.031413612565445025,0.2513089005235602,0.22268417752176384
C523$@DOM1,3225,0.9950387596899225,0.0,21,0.048992248062015506,0.9875968992248062,0.22256720132439245
C1766$@DOM1,7826,1.0,0.0,24,0.03245591617684641,1.0,0.22256436828336923
C1794$@DOM1,8208,1.0,0.0,23,0.04203216374269006,1.0,0.2225526147746476
C123$@DOM1,6947,1.0,0.0,23,0.031812293076147975,1.0,0.21900608514746056
U199@DOM1,598,0.8093645484949833,0.0,20,0.033444816053511704,0.8946488294314381,0.21823464644607427
U5305@DOM1,8,1.0,0.0,1,0.125,0.0,0.21792292692894744
U171@DOM1,9,1.0,0.0,1,0.1111111111111111,0.0,0.2164552809435829
U6044@DOM1,4,0.75,0.0,3,0.0,0.25,0.21566765928215537
U872@?,2,0.0,0.0,1,0.5,1.0,0.21089044580302618
U861@?,2,0.0,0.0,1,0.5,1.0,0.21089044580302618
NETWORK SERVICE@C2496,143,1.0,0.0,1,0.04195804195804196,0.0,0.20835637369336069
U346@DOM1,939,1.0,0.0,6,0.6613418530351438,0.9989350372736954,0.20648419611520485
C2012$@DOM3,11,1.0,0.0,1,0.2727272727272727,0.36363636363636365,0.20577883884119608
U6@DOM1,3531,1.0,0.0,21,0.03058623619371283,0.9966015293118097,0.2051658658060962
U183@DOM5,57,1.0,0.0,1,0.05263157894736842,0.0,0.20509481313615419
U3253@DOM1,10,0.7,0.0,4,0.0,0.4,0.20368404301144816
C1931$@DOM1,4489,1.0,0.0,22,0.014257072844731567,1.0,0.2024709739016517
U6265@C20653,2,0.5,0.0,2,0.0,0.5,0.2015569764458407
C1737$@DOM1,1312,1.0,0.0,30,0.04725609756097561,0.9657012195121951,0.20128090013004474
U3995@DOM1,42,1.0,0.0,1,0.7142857142857143,0.8333333333333334,0.20066877786735016
U205@C2625,5,0.0,0.0,1,0.4,1.0,0.19551521127325922
U113@DOM1,2907,1.0,0.0,5,0.024423804609563123,0.8063295493636051,0.19508090489581587
U5101@DOM1,8,0.375,0.0,3,0.0,0.625,0.19417882666832575
U1718@?,45,0.0,0.0,42,0.0,1.0,0.1927384568312629
C7298$@DOM1,389,0.35732647814910024,0.0,21,0.030848329048843187,1.0,0.1918914861157357
U79@C1731,719,1.0,0.0,1,0.03477051460361613,0.6147426981919333,0.19113156555470157
C1708$@DOM1,4357,1.0,0.0,18,0.014918521918751435,1.0,0.19096353140575495
U5821@DOM1,9,0.3333333333333333,0.0,3,0.0,0.6666666666666666,0.19072216549722798
C101$@DOM1,2951,1.0,0.0,17,0.03388681802778719,0.989495086411386,0.19046611720690687
C553$@DOM1,4725,1.0,0.0,16,0.02708994708994709,0.9936507936507937,0.18920735867916394
C2626$@DOM1,410,0.9707317073170731,0.0,16,0.2682926829268293,1.0,0.18908566809867444
C2162$@DOM1,245,0.5224489795918368,0.0,39,0.02857142857142857,0.9959183673469387,0.1886431304886822
C2075$@DOM1,1231,1.0,0.0,31,0.02924451665312754,1.0,0.18815442929078907
C5362$@DOM1,495,1.0,0.0,7,0.03434343434343434,0.18383838383838383,0.18814598632999469
U1325@DOM1,6,0.8333333333333334,0.0,4,0.0,0.5,0.1856044228431749
U25@DOM3,2,1.0,0.0,2,0.0,0.0,0.18446075681255047
SYSTEM@C793,25,1.0,0.0,1,0.0,0.0,0.18445917305576687
U8698@DOM16,3,1.0,0.0,2,0.0,0.0,0.18409216160513553
U9612@DOM1,5,0.4,0.0,2,0.0,0.6,0.18380471121100972
U65@C1669,672,1.0,0.0,1,0.03720238095238095,0.6339285714285714,0.183788203835465
U1133@DOM3,6,1.0,0.0,2,0.0,0.0,0.1829626032941607
NETWORK SERVICE@C1786,9,1.0,0.0,1,0.0,0.0,0.18070822598466862
U10497@DOM1,6,0.3333333333333333,0.0,2,0.0,0.6666666666666666,0.18022883768989362
U94@DOM1,3830,1.0,0.0,3,0.039425587467362924,0.9263707571801567,0.180186585961027
C1065$@DOM1,4223,0.9988160075775515,0.0,13,0.03599336964243429,0.975609756097561,0.17937305162210915
C2092$@DOM1,3432,1.0,0.0,17,0.007575757575757576,1.0,0.1792736127222514
U227@DOM1,29,0.9655172413793104,0.0,7,0.06896551724137931,0.5172413793103449,0.17924026025302353
