src_user,total_events,success_ratio,fail_ratio,unique_dst,night_ratio,self_user_ratio,iforest_score
U53@DOM1,3962,0.9838465421504291,0.0,3,1.0,0.03785966683493185,0.3065833242417859
U22@DOM1,49775,0.9559417378201909,0.0,18,1.0,0.9999799095931693,0.2916689524057854
C123$@DOM1,19298,0.996269043424189,0.0,21,1.0,1.0,0.28635829262832035
C1114$@DOM1,37506,0.9975203967365222,0.0,22,1.0,1.0,0.28591985766665184
U66@DOM1,38611,1.0,0.0,117,1.0,0.9999223019346818,0.2851941364512658
U292@DOM1,15991,1.0,0.0,32,1.0,0.98005127884435,0.2849464385914109
C104$@DOM1,26763,0.9985427642640959,0.0,21,1.0,1.0,0.27956477968398885
C567$@DOM1,38042,0.999842279585721,0.0,21,1.0,1.0,0.2794055883200185
C523$@DOM1,6432,0.9945584577114428,0.0,25,1.0,0.9855410447761194,0.27807690787410255
U78@DOM1,5590,1.0,0.0,46,1.0,0.9355992844364938,0.2780380583104691
U24@DOM1,3412,0.9997069167643611,0.0,30,1.0,0.9152989449003517,0.27622503268985343
C599$@DOM1,28969,1.0,0.0,22,1.0,1.0,0.2753728330241738
C1527$@DOM1,2798,0.004646175839885632,0.0,10,1.0,0.9953538241601144,0.27502846740834086
C1766$@DOM1,18996,1.0,0.0,21,1.0,1.0,0.2727542315567759
C1617$@DOM1,18699,1.0,0.0,21,1.0,1.0,0.27197037697603943
C1794$@DOM1,18239,1.0,0.0,21,1.0,1.0,0.2707960856923276
C988$@DOM1,4725,0.993015873015873,0.0,21,1.0,0.9853968253968254,0.2691787638584058
C1085$@DOM1,4385,0.9917901938426453,0.0,20,1.0,0.9831242873432156,0.2687885510024305
C538$@DOM1,16068,1.0,0.0,21,1.0,1.0,0.26832288908645385
U164@DOM1,1774,1.0,0.0,5,1.0,0.1161217587373168,0.2679423427835702
U75@DOM1,14391,1.0,0.0,3,1.0,0.8087693697449795,0.26544289516633834
U4853@DOM1,48,0.3541666666666667,0.0,12,1.0,0.6458333333333334,0.2648745976267326
U1718@?,319,0.0,0.0,313,1.0,1.0,0.26436259786526417
U118@DOM1,4234,1.0,0.0,3,1.0,0.634624468587624,0.2592577976927133
U6@DOM1,8287,1.0,0.0,20,1.0,0.9978279232532883,0.25431774031442955
U11588@?,464,0.0,0.0,16,1.0,1.0,0.25229849968274987
U399@DOM5,403,1.0,0.0,1,1.0,0.0,0.24910935355096953
U113@DOM1,6438,1.0,0.0,1,1.0,0.8069276172724449,0.24814963168724025
U1638@?,1172,0.0,0.0,2,1.0,1.0,0.24496795392767234
C2162$@DOM1,1521,0.21301775147928995,0.0,12,1.0,0.9986850756081526,0.24450829591286372
U63@DOM1,9916,0.9996974586526826,0.0,16,1.0,0.9989915288422752,0.24383423454745878
C1737$@DOM1,2228,1.0,0.0,21,1.0,0.9676840215439856,0.24261786801247076
C2096$@?,1096,0.0,0.0,2,1.0,1.0,0.242004643843011
U7@DOM1,6502,1.0,0.0,18,1.0,0.9972316210396801,0.24134963094237594
C10$@DOM1,637,0.4317111459968603,0.0,17,1.0,0.9843014128728415,0.24114934275395705
ANONYMOUS LOGON@C586,61406,1.0,0.0,1,1.0,1.0,0.23858677878385148
C1931$@DOM1,4719,1.0,0.0,21,1.0,1.0,0.23840609551028225
U94@DOM1,10256,1.0,0.0,3,1.0,0.9385725429017161,0.2373471605901064
U358@C2254,2,0.5,0.0,2,1.0,0.5,0.23653364319464698
