src_user,z_total_events,z_success_ratio,z_fail_ratio,z_unique_dst,z_night_ratio,z_self_user_ratio
ANONYMOUS LOGON@C10,0.17464562800132905,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10035,0.15960136173775824,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10079,0.17558589464280222,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C1010,0.17558589464280222,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C1015,0.17464562800132905,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10199,0.1652429615865973,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10289,0.17558589464280222,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10295,0.15960136173775824,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10297,0.13609469570092883,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10336,0.17370536135985587,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C1034,0.17370536135985587,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C1042,0.17558589464280222,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10495,0.17558589464280222,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10499,0.17558589464280222,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C1054,0.1652429615865973,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10557,0.1614818950207046,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10577,0.15960136173775824,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10601,0.1614818950207046,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10620,0.16336242830365094,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10642,0.1614818950207046,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C1065,4.504121179969196,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10658,0.16336242830365094,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10672,0.17558589464280222,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10711,0.16336242830365094,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10716,0.16336242830365094,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10718,0.17088456143543634,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10727,0.17088456143543634,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10730,0.17182482807690952,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10745,0.15866109509628507,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10757,0.1614818950207046,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C108,0.17558589464280222,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10807,0.1652429615865973,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10815,0.1727650947183827,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10823,0.1614818950207046,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10849,0.1614818950207046,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10874,0.15960136173775824,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10878,0.1614818950207046,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10884,0.17182482807690952,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10888,0.17558589464280222,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C1089,0.17558589464280222,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10892,0.14643762875713376,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10896,0.1614818950207046,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10898,0.1614818950207046,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C109,0.17464562800132905,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C1092,0.14267656219124106,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10921,0.17182482807690952,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10960,0.16336242830365094,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C10970,0.17182482807690952,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C11072,0.1727650947183827,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C11090,0.17182482807690952,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C11202,0.1614818950207046,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C11246,0.16336242830365094,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C11253,0.16242216166217777,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C11270,0.17088456143543634,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C11283,0.17182482807690952,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
ANONYMOUS LOGON@C11305,0.1614818950207046,0.11869675122741864,0.0,1.0141587265384773,0.0,0.1679885195996031
