src_user,total_events,success_ratio,fail_ratio,unique_dst,night_ratio,self_user_ratio,iforest_score
U399@DOM5,1260,1.0,0.0,1,0.0,0.0,0.2918564125865245
C10$@DOM1,1090,0.25688073394495414,0.0,121,0.0,0.9954128440366973,0.28711365995401583
U400@C832,1419,1.0,0.0,1,0.0,0.1127554615926709,0.28412588618204226
U53@DOM1,578,0.9636678200692042,0.0,2,0.0,0.0,0.27591747793925314
C22837$@DOM1,6595,0.0,0.0,11,0.0,1.0,0.27498717668884054
C922$@DOM1,215,0.7162790697674418,0.0,27,0.0,0.7023255813953488,0.2696022015913465
C698$@DOM1,1724,1.0,0.0,14,0.0,0.2273781902552204,0.2695689062401563
U66@DOM1,21497,1.0,0.0,108,0.0,1.0,0.26755079605165955
U164@DOM1,1013,1.0,0.0,3,0.0,0.140177690029615,0.2663050438168374
C7298$@DOM1,582,0.27319587628865977,0.0,39,0.0,1.0,0.26484387929648245
C3811$@DOM1,594,0.3552188552188552,0.0,64,0.0,1.0,0.26347077296235266
C2480$@DOM1,405,0.145679012345679,0.0,35,0.0,1.0,0.260696168417873
U199@DOM1,862,0.8445475638051044,0.0,25,0.0,0.9037122969837587,0.2601544020901012
U292@DOM1,8060,1.0,0.0,33,0.0,0.9789081885856079,0.2574555410697822
U1718@?,122,0.0,0.0,115,0.0,1.0,0.25610966165460636
NETWORK SERVICE@C1786,4,0.75,0.0,1,0.0,0.0,0.25610825113536984
U185@DOM1,578,0.972318339100346,0.0,15,0.0,0.31141868512110726,0.25366352039110185
U5580@?,7366,0.0,0.0,2,0.0,1.0,0.25292672506443903
C1114$@DOM1,37511,0.9975740449468156,0.0,22,0.0,1.0,0.2512912120744919
C2162$@DOM1,473,0.427061310782241,0.0,46,0.0,0.9957716701902748,0.2506834314456474
U1653@DOM1,4444,1.0,0.0,651,0.0,0.9813231323132313,0.2498977759382749
C104$@DOM1,20145,0.997716554976421,0.0,22,0.0,1.0,0.2496410086637586
C801$@DOM1,247,0.25101214574898784,0.0,36,0.0,1.0,0.2489683875683798
U22@DOM1,60147,0.9739139109182503,0.0,16,0.0,1.0,0.24864321915525456
C1015$@DOM1,485,0.5505154639175258,0.0,58,0.0,0.9979381443298969,0.24780245144104596
C538$@DOM1,17983,1.0,0.0,23,0.0,1.0,0.24660804077963472
C1617$@DOM1,16210,1.0,0.0,23,0.0,1.0,0.24660804077963472
C599$@DOM1,23093,0.9991772398562335,0.0,22,0.0,1.0,0.24653749321296226
U24@DOM1,2640,1.0,0.0,22,0.0,0.8965909090909091,0.24491566907947793
U7056@DOM1,3495,0.9974248927038627,0.0,32,0.0,0.9997138769670959,0.24489613803337285
C567$@DOM1,12362,1.0,0.0,23,0.0,1.0,0.24481599736755355
C1794$@DOM1,13967,1.0,0.0,23,0.0,1.0,0.24481599736755355
U6044@DOM1,6,0.6666666666666666,0.0,4,0.0,0.3333333333333333,0.2436891959587928
C1085$@DOM1,4408,0.9956896551724138,0.0,25,0.0,0.9918330308529946,0.24363038955797
