src_user,total_events,success_ratio,fail_ratio,unique_dst,night_ratio,self_user_ratio,iforest_score
U53@DOM1,5042,0.9869099563665212,0.0,3,1.0,0.02875842919476398,0.3133464421533786
U22@DOM1,47899,0.954571076640431,0.0,19,1.0,0.9999791227374266,0.2988232156390199
C1114$@DOM1,25474,0.99552484886551,0.0,23,1.0,1.0,0.29497182257938104
U292@DOM1,14080,1.0,0.0,33,1.0,0.9767755681818182,0.29173163964100546
U66@DOM1,40521,1.0,0.0,136,1.0,0.9998766071913329,0.28745412855405306
C988$@DOM1,13524,0.9974859509021,0.0,21,1.0,0.9950458444247264,0.28561594092218245
C104$@DOM1,21089,0.9973920053108255,0.0,21,1.0,1.0,0.2847610476078687
U24@DOM1,3287,0.9996957712199575,0.0,32,1.0,0.9093398235473076,0.2799883274562548
C523$@DOM1,12259,0.997226527449221,0.0,19,1.0,0.9928216004568072,0.2797676746221882
C1035$@DOM1,11040,1.0,0.0,6,1.0,0.7288949275362319,0.279429766249528
U75@DOM1,14556,1.0,0.0,3,1.0,0.790945314646881,0.27897165542053926
U194@?,302,0.0,0.0,28,1.0,1.0,0.27672663547715837
U113@DOM1,9836,1.0,0.0,1,1.0,0.7899552663684425,0.2756828995474976
C599$@DOM1,21737,0.9994019413902563,0.0,21,1.0,1.0,0.27229675814243737
C538$@DOM1,15711,1.0,0.0,23,1.0,1.0,0.2714977078449715
U4853@DOM1,36,0.5,0.0,13,1.0,0.5,0.2687210882081795
C1085$@DOM1,4370,0.991533180778032,0.0,20,1.0,0.9842105263157894,0.26866792277290474
C123$@DOM1,19897,1.0,0.0,21,1.0,1.0,0.26818668193156536
C1617$@DOM1,14917,1.0,0.0,21,1.0,1.0,0.2640399577515249
C1794$@DOM1,16021,1.0,0.0,21,1.0,1.0,0.2640399577515249
C567$@DOM1,13023,1.0,0.0,21,1.0,1.0,0.2636523518684686
C1766$@DOM1,14278,1.0,0.0,21,1.0,1.0,0.2636523518684686
U164@DOM1,1063,1.0,0.0,5,1.0,0.16556914393226718,0.2549655361729415
U6@DOM1,8011,1.0,0.0,20,1.0,0.998002746223942,0.2527480612600709
U78@DOM1,5622,1.0,0.0,15,1.0,0.9386339381003201,0.2523102212636632
U399@DOM5,538,1.0,0.0,1,1.0,0.0,0.25175244429851285
C2092$@DOM1,5860,1.0,0.0,24,1.0,1.0,0.25003735168871755
U912@?,1424,0.0,0.0,6,1.0,1.0,0.24978377211686986
U656@C1479,3,0.6666666666666666,0.0,2,1.0,0.3333333333333333,0.24468213819631301
U94@DOM1,7606,1.0,0.0,3,1.0,0.9149355771759138,0.24410985055214107
C2096$@?,1080,0.0,0.0,2,1.0,1.0,0.24406559542445783
U400@C832,629,1.0,0.0,1,1.0,0.14626391096979333,0.24353997730993382
U7@DOM1,8732,1.0,0.0,18,1.0,0.9987402656894182,0.24270709118939338
U656@C3491,3,0.3333333333333333,0.0,2,1.0,0.6666666666666666,0.24219511782193004
